USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
MD	24033807304	1776714	0	0.686	0.	39.024978	-76.9594342                                                                                                                                                 
MD	24033807305	3030479	4428	1.17	0.002	39.0121779	-76.963551                                                                                                                                            
MD	24033807404	6701337	3823	2.587	0.001	39.0368587	-76.9073024                                                                                                                                          
MD	24033807405	7093435	27200	2.739	0.011	39.0383526	-76.928309                                                                                                                                          
MD	24033807407	5884099	82323	2.272	0.032	39.0676225	-76.9228098                                                                                                                                         
MD	24033807408	28347382	158885	10.945	0.061	39.0394986	-76.8891889                                                                                                                                      
MD	24033807409	2300525	2760	0.888	0.001	39.0378008	-76.9471923                                                                                                                                          
MD	24033807410	1197484	3423	0.462	0.001	39.0450064	-76.9464217                                                                                                                                          
MD	24033807500	3081004	46025	1.19	0.018	38.9527218	-76.9413648                                                                                                                                          
MD	24033980000	5357616	30777	2.069	0.012	38.9936953	-76.9445325                                                                                                                                         
MD	24035810100	89798356	3948346	34.671	1.524	39.2148211	-75.9305754                                                                                                                                     
MD	24035810200	180890893	66317	69.842	0.026	39.1537194	-75.8295151                                                                                                                                      
MD	24035810300	136456720	4902779	52.686	1.893	39.1409149	-75.9786731                                                                                                                                    
MD	24035810400	122587770	15345083	47.331	5.925	39.0804997	-76.0884432                                                                                                                                   
MD	24035810500	209870543	345666	81.031	0.133	39.0035509	-75.9837309                                                                                                                                     
MD	24035810600	122443640	30599039	47.276	11.814	38.9442683	-76.143938                                                                                                                                   
MD	24035810700	19933308	9240343	7.696	3.568	38.9463133	-76.1904268                                                                                                                                      
MD	24035810800	18846259	9644478	7.277	3.724	38.999354	-76.2995616                                                                                                                                       
MD	24035810901	27143861	13660463	10.48	5.274	38.940139	-76.3357899                                                                                                                                      
MD	24035810902	13886691	8403397	5.362	3.245	38.8599751	-76.3645444                                                                                                                                      
MD	24035811000	20815173	22182138	8.037	8.565	38.9424469	-76.2657424                                                                                                                                     
MD	24035990000	0	85623293	0.	33.059	38.9943904	-76.3427756                                                                                                                                              
MD	24035990100	0	125865058	0.	48.597	38.8675414	-76.3212698                                                                                                                                             
MD	24035990200	0	30194325	0.	11.658	39.0058605	-76.2511703                                                                                                                                              
MD	24037875000	54551478	9118384	21.062	3.521	38.452284	-76.702929                                                                                                                                       
MD	24037875100	54085035	548546	20.882	0.212	38.4678001	-76.7679538                                                                                                                                      
MD	24037875201	70160617	55823	27.089	0.022	38.3761541	-76.7392077                                                                                                                                       
MD	24037875202	71074088	14998787	27.442	5.791	38.3660018	-76.8073577                                                                                                                                    
MD	24037875300	63058415	30322116	24.347	11.707	38.2794434	-76.7687678                                                                                                                                   
MD	24037875400	73587290	25504196	28.412	9.847	38.2671237	-76.6580933                                                                                                                                    
MD	24037875501	44548430	313496	17.2	0.121	38.2923429	-76.5862851                                                                                                                                        
MD	24037875502	43376708	83278	16.748	0.032	38.3369682	-76.6709802                                                                                                                                       
MD	24037875601	31423679	21777	12.133	0.008	38.3813819	-76.6650226                                                                                                                                       
MD	24037875602	28301039	201079	10.927	0.078	38.3376903	-76.5789509                                                                                                                                      
MD	24037875700	68615621	26906356	26.493	10.389	38.3863201	-76.5641874                                                                                                                                   
MD	24037875803	44482510	20005883	17.175	7.724	38.2848482	-76.4076612                                                                                                                                    
MD	24037875903	2580837	7192	0.996	0.003	38.254549	-76.4636152                                                                                                                                           
MD	24037875904	15208266	1404395	5.872	0.542	38.2307984	-76.471137                                                                                                                                       
MD	24037875905	8538093	3787821	3.297	1.462	38.2427577	-76.4066653                                                                                                                                       
MD	24037875906	14451352	7800	5.58	0.003	38.2376743	-76.4393303                                                                                                                                          
MD	24037876001	6413222	149404	2.476	0.058	38.2686378	-76.473568                                                                                                                                         
MD	24037876003	24169320	502525	9.332	0.194	38.2629076	-76.5319947                                                                                                                                       
MD	24037876004	7832359	14405	3.024	0.006	38.2895475	-76.5052167                                                                                                                                         
MD	24037876101	63728174	35078865	24.606	13.544	38.1737164	-76.5131221                                                                                                                                   
MD	24037876102	29792348	2258786	11.503	0.872	38.2151865	-76.4990438                                                                                                                                     
MD	24037876200	108831058	53487446	42.02	20.652	38.1412313	-76.379472                                                                                                                                    
MD	24037990000	0	825814201	0.	318.849	38.1089454	-76.4316213                                                                                                                                            
MD	24039930101	106046150	52199	40.945	0.02	38.2100792	-75.635673                                                                                                                                        
MD	24039930102	130639398	12766465	50.44	4.929	38.2299037	-75.7378056                                                                                                                                    
MD	24039930200	125869064	215456685	48.598	83.188	38.1761228	-75.8620554                                                                                                                                 
MD	24039930500	202170593	86789305	78.059	33.51	38.0012844	-75.7674627                                                                                                                                   
MD	24039930600	19275592	20531541	7.442	7.927	37.9994381	-75.8700247                                                                                                                                     
MD	24039930800	244144504	36877879	94.265	14.239	38.1073382	-75.6974278                                                                                                                                  
MD	24039990100	0	380178794	0.	146.788	38.0119483	-76.0672659                                                                                                                                            
MD	24041960100	205305509	6387644	79.269	2.466	38.861538	-76.011766                                                                                                                                      
MD	24041960201	95177796	30622153	36.748	11.823	38.8079225	-76.1507791                                                                                                                                   
MD	24041960300	3866911	164032	1.493	0.063	38.7722583	-76.0805821                                                                                                                                        
MD	24041960400	5539466	0	2.139	0.	38.7725445	-76.0668991                                                                                                                                                
MD	24041960501	59026266	2624689	22.79	1.013	38.804693	-76.0565737                                                                                                                                       
MD	24041960502	33966495	1421498	13.115	0.549	38.7410676	-76.0340094                                                                                                                                     
MD	24041960600	47840995	31650089	18.472	12.22	38.7288551	-76.1871089                                                                                                                                    
MD	24041960700	39263752	34354969	15.16	13.265	38.7605942	-76.2755373                                                                                                                                    
MD	24041960800	44393025	50631260	17.14	19.549	38.7789942	-76.3202999                                                                                                                                    
MD	24041960900	161181422	52998136	62.232	20.463	38.6563031	-76.0663998                                                                                                                                  
MD	24041990000	0	328508987	0.	126.838	38.7019897	-76.3566564                                                                                                                                            
MD	24043000100	1849869	0	0.714	0.	39.6554853	-77.6999156                                                                                                                                                
MD	24043000200	2951363	0	1.14	0.	39.6613869	-77.7189917                                                                                                                                                 
MD	24043000301	3201263	0	1.236	0.	39.6562567	-77.7373932                                                                                                                                                
MD	24043000302	552694	0	0.213	0.	39.6494586	-77.7278474                                                                                                                                                 
MD	24043000400	1007300	0	0.389	0.	39.6466503	-77.7208144                                                                                                                                                
MD	24043000500	2100316	0	0.811	0.	39.6464112	-77.7043471                                                                                                                                                
MD	24043000601	1938442	0	0.748	0.	39.6383627	-77.6997688                                                                                                                                                
MD	24043000602	5585734	0	2.157	0.	39.6189823	-77.7160456                                                                                                                                                
MD	24043000700	1336351	0	0.516	0.	39.6314889	-77.720447                                                                                                                                                 
MD	24043000800	1113406	0	0.43	0.	39.6322024	-77.7281455                                                                                                                                                 
MD	24043000900	6397810	26533	2.47	0.01	39.6363999	-77.7563341                                                                                                                                           
MD	24043001001	6637489	0	2.563	0.	39.6195063	-77.7435479                                                                                                                                                
MD	24043001002	4260150	0	1.645	0.	39.6149286	-77.7676712                                                                                                                                                
MD	24043010100	10358672	87438	4.	0.034	39.6977289	-77.4945899                                                                                                                                           
MD	24043010200	84268254	73363	32.536	0.028	39.6969995	-77.5971707                                                                                                                                       
MD	24043010300	24894374	0	9.612	0.	39.6971768	-77.7119677                                                                                                                                               
MD	24043010401	8992306	0	3.472	0.	39.6880608	-77.7498273                                                                                                                                                
MD	24043010402	51466369	407422	19.871	0.157	39.6863304	-77.7769444                                                                                                                                      
MD	24043010600	188561687	4808825	72.804	1.857	39.664138	-77.9737841                                                                                                                                     
MD	24043010700	138283813	3414251	53.392	1.318	39.6904975	-78.2272917                                                                                                                                    
MD	24043010802	16770370	580635	6.475	0.224	39.5895516	-77.7992569                                                                                                                                       
MD	24043010803	8600939	144103	3.321	0.056	39.6177447	-77.8001103                                                                                                                                        
MD	24043010901	41971950	38298	16.205	0.015	39.5625675	-77.7648881                                                                                                                                       
MD	24043010902	68049793	4399765	26.274	1.699	39.5349281	-77.80217                                                                                                                                       
MD	24043011000	4425974	0	1.709	0.	39.5596859	-77.7147954                                                                                                                                                
MD	24043011100	22187274	0	8.567	0.	39.59521	-77.6975643                                                                                                                                                 
MD	24043011202	33272930	0	12.847	0.	39.6473052	-77.6434817                                                                                                                                              
MD	24043011203	7609330	0	2.938	0.	39.6289329	-77.6565432                                                                                                                                                
MD	24043011204	8730511	0	3.371	0.	39.635912	-77.6792365                                                                                                                                                 
MD	24043011301	37782591	52448	14.588	0.02	39.6519551	-77.5525835                                                                                                                                        
MD	24043011302	63571053	107704	24.545	0.042	39.577408	-77.6277538                                                                                                                                       
MD	24043011400	48727751	12954	18.814	0.005	39.5192622	-77.6586767                                                                                                                                       
MD	24043011501	62486680	0	24.126	0.	39.4700178	-77.6803083                                                                                                                                              
MD	24043011502	80472214	4371668	31.07	1.688	39.378041	-77.7052745                                                                                                                                       
MD	24043011600	53659627	3693814	20.718	1.426	39.4488885	-77.7553407                                                                                                                                     
MD	24043011700	81516028	2601386	31.474	1.004	39.66146	-77.8581811                                                                                                                                       
MD	24045000100	3151556	8636	1.217	0.003	38.3718951	-75.5828034                                                                                                                                          
MD	24045000200	1593634	129021	0.615	0.05	38.3734507	-75.5981201                                                                                                                                         
MD	24045000300	1093271	107280	0.422	0.041	38.3691595	-75.6077483                                                                                                                                        
MD	24045000400	2545023	289923	0.983	0.112	38.3556849	-75.6076889                                                                                                                                        
MD	24045000500	1874919	40291	0.724	0.016	38.3562567	-75.5922496                                                                                                                                         
MD	24045010101	14266035	234096	5.508	0.09	38.3871716	-75.5692333                                                                                                                                        
MD	24045010102	6795023	190276	2.624	0.073	38.3574766	-75.5573802                                                                                                                                        
MD	24045010200	14538327	123476	5.613	0.048	38.4011208	-75.6163962                                                                                                                                       
MD	24045010300	33358222	1511455	12.88	0.584	38.3749424	-75.653973                                                                                                                                       
MD	24045010400	17834616	1135131	6.886	0.438	38.3279089	-75.6367846                                                                                                                                      
MD	24045010501	9088284	235980	3.509	0.091	38.3167884	-75.6064921                                                                                                                                        
MD	24045010503	4246104	5371	1.639	0.002	38.3387011	-75.5885264                                                                                                                                          
MD	24045010504	4321013	181533	1.668	0.07	38.348243	-75.573573                                                                                                                                           
MD	24045010603	66389969	323882	25.633	0.125	38.4306622	-75.518861                                                                                                                                       
MD	24045010604	95680611	304315	36.942	0.117	38.4126148	-75.4036426                                                                                                                                      
MD	24045010605	61156914	311120	23.613	0.12	38.2995593	-75.5401107                                                                                                                                       
MD	24045010606	165474175	440619	63.89	0.17	38.3371643	-75.4180216                                                                                                                                       
MD	24045010701	132081181	9772624	50.997	3.773	38.4623255	-75.7621149                                                                                                                                    
MD	24045010703	14517172	47794	5.605	0.018	38.4357444	-75.5733898                                                                                                                                        
MD	24045010704	56619665	196883	21.861	0.076	38.432515	-75.6552307                                                                                                                                       
MD	24045010800	263141494	51174907	101.6	19.759	38.3188264	-75.7974016                                                                                                                                   
MD	24047950000	2863226	4480587	1.105	1.73	38.3535221	-75.0847427                                                                                                                                        
MD	24047950100	4262344	14745504	1.646	5.693	38.4107064	-75.0713877                                                                                                                                      
MD	24047950300	4783020	5071847	1.847	1.958	38.4381184	-75.0664141                                                                                                                                       
MD	24047950400	8939953	7067970	3.452	2.729	38.3545215	-75.118088                                                                                                                                        
MD	24047950600	3746738	2108933	1.447	0.814	38.3908366	-75.1495179                                                                                                                                       
MD	24047950700	7994101	1500696	3.087	0.579	38.4005656	-75.1782966                                                                                                                                       
MD	24047950800	214071625	18392283	82.654	7.101	38.3902408	-75.2395213                                                                                                                                   
MD	24047950900	69122524	3977039	26.688	1.536	38.3538267	-75.1827704                                                                                                                                     
MD	24047951000	13745345	362810	5.307	0.14	38.3159433	-75.213277                                                                                                                                         
MD	24047951101	6440022	1626247	2.487	0.628	38.3687063	-75.1470841                                                                                                                                       
MD	24047951102	3658772	2283651	1.413	0.882	38.3823806	-75.1405668                                                                                                                                       
MD	24047951200	347846013	16385245	134.304	6.326	38.1975549	-75.3431082                                                                                                                                  
MD	24047951300	15375008	914127	5.936	0.353	38.1618108	-75.3968682                                                                                                                                       
MD	24047951400	366571353	8825207	141.534	3.407	38.1323093	-75.4918445                                                                                                                                   
MD	24047951500	68404800	2892543	26.411	1.117	38.0392428	-75.590412                                                                                                                                      
MD	24047951700	39317455	20280892	15.181	7.83	38.275427	-75.1518692                                                                                                                                      
MD	24047980000	36014135	196708256	13.905	75.949	38.0730711	-75.2477947                                                                                                                                  
MD	24047990000	0	278907283	0.	107.687	38.2354541	-75.0990757                                                                                                                                            
MD	24510010100	393198	148387	0.152	0.057	39.2786343	-76.5745793                                                                                                                                         
MD	24510010200	355165	0	0.137	0.	39.2880851	-76.5740101                                                                                                                                                 
MD	24510010300	673883	10498	0.26	0.004	39.288365	-76.5802265                                                                                                                                            
MD	24510010400	373744	558487	0.144	0.216	39.2781675	-76.5795274                                                                                                                                         
MD	24510010500	155243	0	0.06	0.	39.2888746	-76.5858889                                                                                                                                                  
MD	24510020100	174536	0	0.067	0.	39.2887712	-76.5887716                                                                                                                                                 
MD	24510020200	197559	0	0.076	0.	39.2886357	-76.5920299                                                                                                                                                 
MD	24510020300	662772	384067	0.256	0.148	39.280861	-76.5940789                                                                                                                                          
MD	24510030100	427427	0	0.165	0.	39.2894076	-76.5965752                                                                                                                                                 
MD	24510030200	506034	91912	0.195	0.035	39.2865363	-76.6022612                                                                                                                                          
MD	24510040100	1189600	0	0.459	0.	39.2903959	-76.6149601                                                                                                                                                
MD	24510040200	435698	0	0.168	0.	39.2903223	-76.6250565                                                                                                                                                 
MD	24510060100	238719	0	0.092	0.	39.2946533	-76.5751514                                                                                                                                                 
MD	24510060200	257735	0	0.1	0.	39.2944298	-76.5806137                                                                                                                                                   
MD	24510060300	187111	0	0.072	0.	39.2942438	-76.5855106                                                                                                                                                 
MD	24510060400	430129	0	0.166	0.	39.2950986	-76.5909176                                                                                                                                                 
MD	24510070100	290634	0	0.112	0.	39.2998323	-76.5754298                                                                                                                                                 
MD	24510070200	311145	0	0.12	0.	39.2996608	-76.5810142                                                                                                                                                  
MD	24510070300	228689	0	0.088	0.	39.2994991	-76.5859396                                                                                                                                                 
MD	24510070400	326989	0	0.126	0.	39.3002032	-76.592847                                                                                                                                                  
MD	24510080101	2323952	1899	0.897	0.001	39.322849	-76.579024                                                                                                                                            
MD	24510080102	365633	0	0.141	0.	39.3170456	-76.575892                                                                                                                                                  
MD	24510080200	856268	0	0.331	0.	39.311965	-76.5816166                                                                                                                                                  
MD	24510080301	268608	0	0.104	0.	39.3057013	-76.5820327                                                                                                                                                 
MD	24510080302	439533	0	0.17	0.	39.3059215	-76.576434                                                                                                                                                   
MD	24510080400	250976	0	0.097	0.	39.3056714	-76.5861659                                                                                                                                                 
MD	24510080500	348376	0	0.135	0.	39.3141597	-76.5938464                                                                                                                                                 
MD	24510080600	336416	0	0.13	0.	39.3104188	-76.5934776                                                                                                                                                  
MD	24510080700	298756	0	0.115	0.	39.3070324	-76.5932887                                                                                                                                                 
MD	24510080800	327456	0	0.126	0.	39.3036982	-76.5930531                                                                                                                                                 
MD	24510090100	657875	0	0.254	0.	39.3369651	-76.6036954                                                                                                                                                 
MD	24510090200	1738449	288605	0.671	0.111	39.3341698	-76.5855612                                                                                                                                        
MD	24510090300	793221	0	0.306	0.	39.3312288	-76.6023893                                                                                                                                                 
MD	24510090400	352240	0	0.136	0.	39.3227817	-76.6064912                                                                                                                                                 
MD	24510090500	741595	0	0.286	0.	39.3249389	-76.6012005                                                                                                                                                 
MD	24510090600	397270	0	0.153	0.	39.3254965	-76.5902057                                                                                                                                                 
MD	24510090700	435082	0	0.168	0.	39.3209223	-76.5956215                                                                                                                                                 
MD	24510090800	846055	0	0.327	0.	39.3155244	-76.603691                                                                                                                                                  
MD	24510090900	686864	0	0.265	0.	39.3084221	-76.6035994                                                                                                                                                 
MD	24510100100	453808	0	0.175	0.	39.3032186	-76.6047442                                                                                                                                                 
MD	24510100200	304692	0	0.118	0.	39.2998552	-76.6022617                                                                                                                                                 
MD	24510100300	156309	0	0.06	0.	39.2995112	-76.609125                                                                                                                                                   
MD	24510110100	313921	0	0.121	0.	39.3002458	-76.6128641                                                                                                                                                 
MD	24510110200	720072	0	0.278	0.	39.3014588	-76.6175056                                                                                                                                                 
MD	24510120100	1036127	0	0.4	0.	39.3365253	-76.6165092                                                                                                                                                  
MD	24510120201	348020	0	0.134	0.	39.3279849	-76.6118803                                                                                                                                                 
MD	24510120202	981794	0	0.379	0.	39.3286922	-76.6194426                                                                                                                                                 
MD	24510120300	403945	0	0.156	0.	39.3199472	-76.6124858                                                                                                                                                 
MD	24510120400	281025	0	0.109	0.	39.3138354	-76.612384                                                                                                                                                  
MD	24510120500	534553	0	0.206	0.	39.3085848	-76.6140036                                                                                                                                                 
MD	24510120600	504967	0	0.195	0.	39.317088	-76.6175228                                                                                                                                                  
MD	24510120700	1034427	9367	0.399	0.004	39.3184095	-76.623529                                                                                                                                           
MD	24510130100	311272	0	0.12	0.	39.3152603	-76.6342242                                                                                                                                                  
MD	24510130200	352623	0	0.136	0.	39.3123177	-76.6305781                                                                                                                                                 
MD	24510130300	359731	0	0.139	0.	39.3123572	-76.6406686                                                                                                                                                 
MD	24510130400	2599677	203955	1.004	0.079	39.3225962	-76.6448717                                                                                                                                        
MD	24510130600	872125	3815	0.337	0.001	39.3264635	-76.6304217                                                                                                                                           
MD	24510130700	1063583	0	0.411	0.	39.3367186	-76.6317033                                                                                                                                                
MD	24510130803	693566	0	0.268	0.	39.3402502	-76.6433643                                                                                                                                                 
MD	24510130804	737978	0	0.285	0.	39.3312836	-76.6384027                                                                                                                                                 
MD	24510130805	1632325	6396	0.63	0.002	39.3521339	-76.6522287                                                                                                                                           
MD	24510130806	1406474	707	0.543	0.	39.3346113	-76.6503321                                                                                                                                              
MD	24510140100	566966	0	0.219	0.	39.3077211	-76.6256874                                                                                                                                                 
MD	24510140200	395229	0	0.153	0.	39.303753	-76.6321873                                                                                                                                                  
MD	24510140300	389282	0	0.15	0.	39.3078099	-76.6361904                                                                                                                                                  
MD	24510150100	369345	0	0.143	0.	39.3061672	-76.6417556                                                                                                                                                 
MD	24510150200	420327	0	0.162	0.	39.3063661	-76.6480486                                                                                                                                                 
MD	24510150300	399171	0	0.154	0.	39.3070301	-76.655067                                                                                                                                                  
MD	24510150400	815573	0	0.315	0.	39.3124588	-76.6527287                                                                                                                                                 
MD	24510150500	960450	9673	0.371	0.004	39.3222425	-76.6601005                                                                                                                                           
MD	24510150600	959035	0	0.37	0.	39.3090802	-76.6687936                                                                                                                                                  
MD	24510150701	858013	117437	0.331	0.045	39.3193301	-76.6678344                                                                                                                                         
MD	24510150702	391519	0	0.151	0.	39.3128159	-76.6678751                                                                                                                                                 
MD	24510150800	1089496	0	0.421	0.	39.3189672	-76.6778103                                                                                                                                                
MD	24510150900	1464150	1171	0.565	0.	39.3142207	-76.6842999                                                                                                                                             
MD	24510151000	1484009	0	0.573	0.	39.3333561	-76.6843834                                                                                                                                                
MD	24510151100	1698800	0	0.656	0.	39.3303769	-76.6723437                                                                                                                                                
MD	24510151200	779694	0	0.301	0.	39.3310485	-76.6598579                                                                                                                                                 
MD	24510151300	927386	0	0.358	0.	39.3378526	-76.6661876                                                                                                                                                 
MD	24510160100	382639	0	0.148	0.	39.2980892	-76.6363266                                                                                                                                                 
MD	24510160200	374068	0	0.144	0.	39.298715	-76.6408488                                                                                                                                                  
MD	24510160300	255075	0	0.098	0.	39.2985728	-76.6444023                                                                                                                                                 
MD	24510160400	389583	0	0.15	0.	39.2980135	-76.6481402                                                                                                                                                  
MD	24510160500	1048118	0	0.405	0.	39.2994113	-76.655509                                                                                                                                                 
